name,.pred,GD_Recent_Wtr_Year_2023,GD_Historic_GrwSsn_2023,GD_Recent_Wtr_Year_2024,GD_Recent_GrwSsn_2024,AvgGD_Recent_Wtr_Year,AvgGD_Recent_GrwSsn,GD_Recent_Wtr_Year_2023_scaled,GD_Historic_GrwSsn_2023_scaled,GD_Recent_Wtr_Year_2024_scaled,GD_Recent_GrwSsn_2024_scaled,AvgGD_Recent_Wtr_Year_scaled,AvgGD_Recent_GrwSsn_scaled,Geographic_Dist,Geographic_Dist_scaled
GS_Historical,0.7434984179485938,0.43555555555555553,0.2982222222222222,0.24755555555555553,0.23555555555555555,0.3453333333333333,0.266,-0.8567628336894,-0.8567628336893987,-0.8567628336893996,-0.856762833689399,-0.8567628336894,-0.8567628336893998,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.7339539069273199,0.4433333333333333,0.30533333333333335,0.2573333333333333,0.24333333333333332,0.354,0.272,-0.7822617177164087,-0.7822617177164073,-0.7822617177164084,-0.7822617177164077,-0.7822617177164088,-0.7822617177164084,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.7241859923076202,0.4511111111111111,0.31244444444444447,0.2671111111111111,0.2511111111111111,0.3626666666666667,0.278,-0.7077606017434176,-0.7077606017434159,-0.7077606017434173,-0.7077606017434163,-0.7077606017434172,-0.7077606017434172,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.7141990977390994,0.45888888888888885,0.3195555555555556,0.27688888888888885,0.2588888888888889,0.3713333333333333,0.28400000000000003,-0.6332594857704263,-0.6332594857704246,-0.633259485770426,-0.6332594857704251,-0.6332594857704266,-0.6332594857704258,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.7039983944974066,0.4666666666666667,0.32666666666666666,0.2866666666666666,0.26666666666666666,0.38,0.29,-0.5587583697974347,-0.5587583697974338,-0.5587583697974348,-0.558758369797434,-0.5587583697974349,-0.5587583697974351,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.6935898112387803,0.47444444444444445,0.3337777777777778,0.2964444444444444,0.27444444444444444,0.38866666666666666,0.296,-0.4842572538244434,-0.4842572538244424,-0.4842572538244435,-0.48425725382444273,-0.48425725382444373,-0.48425725382444373,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.6829800389635607,0.4822222222222222,0.3408888888888889,0.3062222222222222,0.2822222222222222,0.3973333333333333,0.302,-0.4097561378514522,-0.40975613785145104,-0.40975613785145226,-0.40975613785145154,-0.40975613785145254,-0.40975613785145243,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.6721765308542585,0.49,0.34800000000000003,0.31599999999999995,0.29,0.406,0.308,-0.33525502187846096,-0.3352550218784597,-0.335255021878461,-0.33525502187846035,-0.33525502187846096,-0.33525502187846107,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.6611874966995602,0.49777777777777776,0.35511111111111116,0.3257777777777777,0.2977777777777778,0.41466666666666663,0.314,-0.26075390590546976,-0.2607539059054683,-0.26075390590546976,-0.26075390590546865,-0.26075390590547026,-0.2607539059054697,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.650021891669761,0.5055555555555555,0.3622222222222222,0.3355555555555555,0.3055555555555556,0.42333333333333334,0.32,-0.18625278993247857,-0.18625278993247754,-0.1862527899324785,-0.18625278993247746,-0.18625278993247862,-0.18625278993247837,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.6386893992710025,0.5133333333333333,0.36933333333333335,0.34533333333333327,0.31333333333333335,0.432,0.32599999999999996,-0.11175167395948735,-0.11175167395948618,-0.11175167395948729,-0.11175167395948625,-0.11175167395948746,-0.11175167395948771,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.6272004083746321,0.5211111111111111,0.37644444444444447,0.35511111111111104,0.3211111111111111,0.44066666666666665,0.33199999999999996,-0.03725055798649614,-0.03725055798649481,-0.03725055798649604,-0.03725055798649506,-0.0372505579864963,-0.03725055798649636,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.6155659842929523,0.5288888888888889,0.3835555555555556,0.3648888888888888,0.3288888888888889,0.44933333333333336,0.33799999999999997,0.03725055798649508,0.037250557986496555,0.037250557986495195,0.037250557986496124,0.03725055798649534,0.037250557986494987,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.6037978339523729,0.5366666666666666,0.3906666666666667,0.37466666666666665,0.33666666666666667,0.45799999999999996,0.344,0.11175167395948628,0.11175167395948792,0.11175167395948686,0.11175167395948732,0.11175167395948603,0.11175167395948633,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.5919082652980329,0.5444444444444444,0.3977777777777778,0.3844444444444444,0.34444444444444444,0.4666666666666667,0.35,0.18625278993247749,0.1862527899324787,0.1862527899324781,0.1862527899324785,0.18625278993247765,0.18625278993247768,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.5799101411486989,0.5522222222222222,0.4048888888888889,0.3942222222222222,0.3522222222222222,0.47533333333333333,0.356,0.2607539059054687,0.2607539059054701,0.2607539059054693,0.2607539059054697,0.2607539059054688,0.26075390590546904,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.5678168278053572,0.5599999999999999,0.41200000000000003,0.40399999999999997,0.36,0.484,0.362,0.3352550218784599,0.33525502187846146,0.33525502187846057,0.3352550218784609,0.33525502187845996,0.33525502187846035,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.555642138799546,0.5677777777777777,0.41911111111111116,0.41377777777777774,0.36777777777777776,0.49266666666666664,0.368,0.40975613785145115,0.4097561378514528,0.4097561378514518,0.4097561378514521,0.40975613785145115,0.4097561378514517,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.5434002742461687,0.5755555555555555,0.4262222222222223,0.4235555555555555,0.37555555555555553,0.5013333333333333,0.374,0.48425725382444235,0.4842572538244442,0.48425725382444307,0.4842572538244433,0.4842572538244423,0.48425725382444307,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.5311057563384227,0.5833333333333333,0.43333333333333335,0.4333333333333333,0.3833333333333333,0.51,0.38,0.5587583697974335,0.558758369797435,0.5587583697974343,0.5587583697974344,0.558758369797434,0.5587583697974344,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.5187733615877235,0.5911111111111111,0.44044444444444447,0.44311111111111107,0.3911111111111111,0.5186666666666666,0.386,0.6332594857704258,0.6332594857704263,0.6332594857704256,0.6332594857704257,0.6332594857704246,0.6332594857704258,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.5064180504674766,0.5988888888888888,0.4475555555555556,0.45288888888888884,0.39888888888888885,0.5273333333333333,0.392,0.7077606017434159,0.7077606017434177,0.7077606017434168,0.7077606017434168,0.7077606017434163,0.7077606017434172,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.49405489516475093,0.6066666666666667,0.4546666666666667,0.4626666666666666,0.4066666666666666,0.536,0.398,0.7822617177164083,0.7822617177164091,0.7822617177164081,0.7822617177164081,0.7822617177164078,0.7822617177164084,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.48169900617718414,0.6144444444444443,0.46177777777777784,0.4724444444444444,0.4144444444444444,0.5446666666666666,0.404,0.8567628336893984,0.8567628336894004,0.8567628336893993,0.8567628336893992,0.8567628336893985,0.8567628336893998,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.4693654585128754,0.6222222222222222,0.4688888888888889,0.48222222222222216,0.42222222222222217,0.5533333333333333,0.41,0.9312639496623907,0.9312639496623912,0.9312639496623906,0.9312639496623905,0.9312639496623902,0.9312639496623905,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.45706921825807356,0.6299999999999999,0.4760000000000001,0.49199999999999994,0.42999999999999994,0.562,0.416,1.0057650656353807,1.0057650656353831,1.0057650656353818,1.0057650656353816,1.0057650656353818,1.0057650656353818,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.44482507027093615,0.6377777777777778,0.48311111111111116,0.5017777777777777,0.4377777777777777,0.5706666666666667,0.422,1.0802661816083732,1.0802661816083738,1.0802661816083725,1.0802661816083727,1.0802661816083725,1.0802661816083732,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.4326475477397076,0.6455555555555555,0.4902222222222222,0.5115555555555555,0.4455555555555556,0.5793333333333333,0.428,1.1547672975813643,1.1547672975813648,1.1547672975813648,1.154767297581365,1.1547672975813632,1.1547672975813645,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.4205508643108767,0.6533333333333333,0.4973333333333334,0.5213333333333332,0.45333333333333337,0.588,0.43399999999999994,1.2292684135543555,1.2292684135543566,1.229268413554355,1.2292684135543563,1.2292684135543548,1.2292684135543552,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.4085488494480943,0.6611111111111111,0.5044444444444445,0.5311111111111111,0.46111111111111114,0.5966666666666667,0.43999999999999995,1.3037695295273468,1.3037695295273475,1.303769529527347,1.3037695295273475,1.3037695295273464,1.3037695295273466,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.39665488762705825,0.6688888888888889,0.5115555555555557,0.5408888888888888,0.4688888888888889,0.6053333333333333,0.44599999999999995,1.378270645500338,1.3782706455003393,1.3782706455003375,1.3782706455003386,1.378270645500337,1.378270645500338,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.38488186190664575,0.6766666666666666,0.5186666666666667,0.5506666666666666,0.4766666666666667,0.614,0.45199999999999996,1.452771761473329,1.4527717614733302,1.4527717614733295,1.4527717614733298,1.4527717614733289,1.452771761473329,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.3732421023439425,0.6844444444444444,0.5257777777777778,0.5604444444444443,0.48444444444444446,0.6226666666666667,0.45799999999999996,1.5272728774463205,1.527272877446321,1.52727287744632,1.527272877446321,1.5272728774463205,1.5272728774463205,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.36174733964230776,0.6922222222222222,0.532888888888889,0.5702222222222222,0.49222222222222223,0.6313333333333333,0.46399999999999997,1.6017739934193116,1.601773993419313,1.601773993419312,1.6017739934193123,1.6017739934193111,1.6017739934193118,119847.96696553388,1.0812993504044707e-14
GS_Historical,0.3504086643391082,0.7,0.54,0.58,0.5,0.64,0.47,1.6762751093923027,1.6762751093923036,1.6762751093923034,1.6762751093923034,1.6762751093923027,1.6762751093923032,119847.96696553388,1.0812993504044707e-14
